,time_utc,18_evening,12_evening,6_evening,18_morning,12_morning,6_morning
2023-02-01,2023-02-01,2459976.7285559834,2459976.7103484985,2459976.6919870675,2459977.15385815,2459977.1720438297,2459977.190382235
2023-02-02,2023-02-02,2459977.7288826243,2459977.71069818,2459977.6923632524,2459978.1537068933,2459978.171869543,2459978.1901821676
2023-02-03,2023-02-03,2459978.729204604,2459978.711043005,2459978.6927344347,2459979.1535412786,2459979.1716811056,2459979.189968133
2023-02-04,2023-02-04,2459979.7295219307,2459979.711382944,2459979.693100549,2459980.1533614057,2459980.171478654,2459980.1897403
2023-02-05,2023-02-05,2459980.729834629,2459980.7117179856,2459980.693461542,2459981.1531673865,2459981.171262334,2459981.189498848
2023-02-06,2023-02-06,2459981.730142734,2459981.7120481282,2459981.693817379,2459982.152959342,2459982.1710325987,2459982.189243962
2023-02-07,2023-02-07,2459982.730446294,2459982.712373386,2459982.6941680354,2459983.1527374033,2459983.170789663,2459983.1889758385
2023-02-08,2023-02-08,2459983.7307453677,2459983.712693784,2459983.694513501,2459984.15250171,2459984.1705333586,2459984.188694678
2023-02-09,2023-02-09,2459984.731040023,2459984.7130093556,2459984.694853055,2459985.1522524087,2459985.1702638594,2459985.188400688
2023-02-10,2023-02-10,2459985.7313303356,2459985.7133201445,2459985.695187101,2459986.151989653,2459986.1699813474,2459986.188094082
2023-02-11,2023-02-11,2459986.7316163876,2459986.7136262013,2459986.695516045,2459987.1517136013,2459987.1696860082,2459987.187775077
2023-02-12,2023-02-12,2459987.7318982654,2459987.713927581,2459987.6958399117,2459988.151424418,2459988.169378032,2459988.1874438934
2023-02-13,2023-02-13,2459988.732176058,2459988.7142243427,2459988.6961587286,2459989.15112227,2459989.169057612,2459989.187100753
2023-02-14,2023-02-14,2459989.732449854,2459989.7145165447,2459989.696472524,2459990.150807663,2459990.1687249416,2459990.18674588
2023-02-15,2023-02-15,2459990.732719738,2459990.7148041595,2459990.6967813275,2459991.1504806112,2459991.1683802144,2459991.1863794955
2023-02-16,2023-02-16,2459991.732985791,2459991.7150868205,2459991.6970851617,2459992.1501410767,2459992.168023622,2459992.186001818
2023-02-17,2023-02-17,2459992.7332480843,2459992.7153651244,2459992.6973840436,2459993.1497892174,2459993.1676553497,2459993.1856130604
2023-02-18,2023-02-18,2459993.7335066805,2459993.7156391074,2459993.6976779825,2459994.1494251876,2459994.167275577,2459994.1852134285
2023-02-19,2023-02-19,2459994.7337616323,2459994.715908798,2459994.697966981,2459995.149049135,2459995.1668844777,2459995.1848031203
2023-02-20,2023-02-20,2459995.734012991,2459995.716174222,2459995.69825104,2459996.1486612074,2459996.166482223,2459996.18438274
2023-02-21,2023-02-21,2459996.7342608096,2459996.716435409,2459996.6985301645,2459997.148261557,2459997.1660689902,2459997.183952594
2023-02-22,2023-02-22,2459997.73450515,2459997.7166923992,2459997.698804371,2459998.147850348,2459998.165644966,2459998.1835123342
2023-02-23,2023-02-23,2459998.7347460897,2459998.716945247,2459998.699073693,2459999.1474277633,2459999.1652103546,2459999.1830621823
2023-02-24,2023-02-24,2459999.7349836454,2459999.717194026,2459999.6993381814,2460000.1469940045,2460000.1647653785,2460000.1826023785
2023-02-25,2023-02-25,2460000.7352178968,2460000.717438829,2460000.6995979105,2460001.146549292,2460001.1643104297,2460001.1821331796
2023-02-26,2023-02-26,2460001.735449129,2460001.717679768,2460001.699852971,2460002.1460938626,2460002.163846007,2460002.1816548575
2023-02-27,2023-02-27,2460002.7356774877,2460002.717916969,2460002.700103472,2460003.145627968,2460003.163371924,2460003.1811676947
2023-02-28,2023-02-28,2460003.735903132,2460003.718150574,2460003.7003495377,2460004.14515187,2460004.162888455,2460004.180671984
2023-03-01,2023-03-01,2460004.7361262315,2460004.7183807353,2460004.700591305,2460005.1446658396,2460005.162395885,2460005.1801680243
2023-03-02,2023-03-02,2460005.7363469657,2460005.7186076166,2460005.700828922,2460006.1441701953,2460006.161894504,2460006.179656123
2023-03-03,2023-03-03,2460006.736565523,2460006.7188313906,2460006.701062548,2460007.143665246,2460007.1613846095,2460007.1791365896
2023-03-04,2023-03-04,2460007.7367820987,2460007.7190522393,2460007.7012923504,2460008.1431511356,2460008.1608665045,2460008.178609741
2023-03-05,2023-03-05,2460008.7369968947,2460008.719270351,2460008.701518315,2460009.1426281594,2460009.160340496,2460009.1780758975
2023-03-06,2023-03-06,2460009.7372101215,2460009.7194859223,2460009.7017408046,2460010.1420966177,2460010.1598068965,2460010.177535678
2023-03-07,2023-03-07,2460010.737421993,2460010.719699157,2460010.7019600705,2460011.1415568152,2460011.159266022,2460011.176989256
2023-03-08,2023-03-08,2460011.73763273,2460011.719910263,2460011.702176311,2460012.1410090616,2460012.158718193,2460012.176436731
2023-03-09,2023-03-09,2460012.7378425566,2460012.720119455,2460012.7023897297,2460013.14045367,2460013.1581637305,2460013.1758784316
2023-03-10,2023-03-10,2460013.7380516976,2460013.720326948,2460013.7026005345,2460014.139890956,2460014.157602959,2460014.1753146863
2023-03-11,2023-03-11,2460014.7382603805,2460014.7205329603,2460014.7028089343,2460015.1393212373,2460015.157036143,2460015.174745826
2023-03-12,2023-03-12,2460015.7384688286,2460015.7207377064,2460015.703015138,2460016.138744832,2460016.1564635653,2460016.1741721784
2023-03-13,2023-03-13,2460016.738677262,2460016.720941399,2460016.7032193504,2460017.1381620592,2460017.1558855474,2460017.173594072
2023-03-14,2023-03-14,2460017.7388858926,2460017.7211442436,2460017.703421772,2460018.1375732245,2460018.155302409,2460018.173011831
2023-03-15,2023-03-15,2460018.739094923,2460018.7213464365,2460018.7036225935,2460019.1369779813,2460019.154714467,2460019.172425775
2023-03-16,2023-03-16,2460019.739304543,2460019.721548206,2460019.7038219967,2460020.1363771833,2460020.1541220313,2460020.1718362183
2023-03-17,2023-03-17,2460020.7395149283,2460020.7217497886,2460020.704020149,2460021.1357711335,2460021.1535254065,2460021.1712434674
2023-03-18,2023-03-18,2460021.739726239,2460021.7219512756,2460021.7042172044,2460022.1351601253,2460022.152924888,2460022.170647673
2023-03-19,2023-03-19,2460022.739938618,2460022.722152807,2460022.704413302,2460023.1345444443,2460023.152320761,2460023.170049138
2023-03-20,2023-03-20,2460023.740152194,2460023.7223545113,2460023.704608568,2460024.1339243692,2460024.151713302,2460024.169448159
2023-03-21,2023-03-21,2460024.7403670847,2460024.7225565054,2460024.7048031194,2460025.1333001717,2460025.151102781,2460025.1688450044
2023-03-22,2023-03-22,2460025.7405834016,2460025.7227589004,2460025.704997068,2460026.1326721245,2460026.150488777,2460026.1682399386
2023-03-23,2023-03-23,2460026.740801253,2460026.722961807,2460026.705190524,2460027.132040505,2460027.1498720134,2460027.1676332317
2023-03-24,2023-03-24,2460027.7410207507,2460027.723165339,2460027.7053836035,2460028.1314056,2460028.1492528897,2460028.16702516
2023-03-25,2023-03-25,2460028.7412420125,2460028.7233696156,2460028.705576429,2460029.130767443,2460029.148631697,2460029.16641601
2023-03-26,2023-03-26,2460029.741465161,2460029.723574765,2460029.7057691314,2460030.1301251748,2460030.1480087372,2460030.165806076
2023-03-27,2023-03-27,2460030.74169055,2460030.7237809226,2460030.7059618505,2460031.129480397,2460031.147384321,2460031.1651956625
2023-03-28,2023-03-28,2460031.741918548,2460031.7239882313,2460031.7061547334,2460032.128833437,2460032.146758766,2460032.1645850786
2023-03-29,2023-03-29,2460032.742148912,2460032.724196838,2460032.706347934,2460033.1281846277,2460033.1461323956,2460033.16397396
2023-03-30,2023-03-30,2460033.7423817893,2460033.724406896,2460033.7065416113,2460034.1275343094,2460034.1455055377,2460034.1633629776
2023-03-31,2023-03-31,2460034.7426173277,2460034.7246185597,2460034.706735927,2460035.126882825,2460035.144878524,2460035.1627526707
2023-04-01,2023-04-01,2460035.7428556774,2460035.7248319862,2460035.7069310467,2460036.126230521,2460036.1442515748,2460036.162143363
2023-04-02,2023-04-02,2460036.743096989,2460036.725047334,2460036.7071271376,2460037.125577749,2460037.1436235616,2460037.161535382
2023-04-03,2023-04-03,2460037.7433414147,2460037.7252647644,2460037.7073243703,2460038.1249248628,2460038.142996281,2460038.1609290536
2023-04-04,2023-04-04,2460038.7435891065,2460038.7254844387,2460038.707522917,2460039.1242722184,2460039.142370077,2460039.1603247086
2023-04-05,2023-04-05,2460039.743840217,2460039.725706521,2460039.707722952,2460040.123617917,2460040.1417452935,2460040.159722677
2023-04-06,2023-04-06,2460040.7440949,2460040.725931175,2460040.7079246514,2460041.1229639794,2460041.1411222788,2460041.1591232903
2023-04-07,2023-04-07,2460041.744353306,2460041.726158565,2460041.7081283773,2460042.1223112238,2460042.1405013795,2460042.1585268807
2023-04-08,2023-04-08,2460042.7446155827,2460042.7263888507,2460042.7083344744,2460043.1216600155,2460043.139882943,2460043.1579337786
2023-04-09,2023-04-09,2460043.7448818707,2460043.726622188,2460043.7085428042,2460044.121010721,2460044.1392673166,2460044.157343292
2023-04-10,2023-04-10,2460044.7451523,2460044.726858723,2460044.7087535295,2460045.120363706,2460045.1386548444,2460045.1567561068
2023-04-11,2023-04-11,2460045.745426989,2460045.727098589,2460045.708966801,2460046.1197193325,2460046.138045868,2460046.156173118
2023-04-12,2023-04-12,2460046.745706037,2460046.7273419052,2460046.709182756,2460047.1190779605,2460047.137440143,2460047.1555946446
2023-04-13,2023-04-13,2460047.745989525,2460047.727588772,2460047.7094015134,2460048.1184399435,2460048.1368366503,2460048.155020999
2023-04-14,2023-04-14,2460048.746277511,2460048.727839269,2460048.709623175,2460049.1178056267,2460049.1362375403,2460049.1544524813
2023-04-15,2023-04-15,2460049.7465700316,2460049.728093456,2460049.709847822,2460050.1171737327,2460050.1356431264,2460050.153889382
2023-04-16,2023-04-16,2460050.7468670993,2460050.7283521206,2460050.710075513,2460051.1165440255,2460051.1350537096,2460051.1533319764
2023-04-17,2023-04-17,2460051.7471687035,2460051.7286150306,2460051.710306289,2460052.1159188724,2460052.1344695766,2460052.152780527
2023-04-18,2023-04-18,2460052.747474813,2460052.7288817596,2460052.71054017,2460053.1152985776,2460053.133891002,2460053.1522352807
2023-04-19,2023-04-19,2460053.7477853773,2460053.729152287,2460053.7107771602,2460054.114683437,2460054.13331825,2460054.1516964757
2023-04-20,2023-04-20,2460054.748100331,2460054.729426577,2460054.7110172505,2460055.1140737412,2460055.1327515803,2460055.151164343
2023-04-21,2023-04-21,2460055.748420274,2460055.729704584,2460055.711260423,2460056.1134697804,2460056.13219125,2460056.150637608
2023-04-22,2023-04-22,2460056.748746076,2460056.729986255,2460056.711506653,2460057.1128718466,2460057.1316375174,2460057.1501173144
2023-04-23,2023-04-23,2460057.7490761364,2460057.7302715327,2460057.711755913,2460058.1122802366,2460058.131090645,2460058.14960433
2023-04-24,2023-04-24,2460058.7494103606,2460058.7305603586,2460058.712008176,2460059.111695252,2460059.1305490662,2460059.1490988936
2023-04-25,2023-04-25,2460059.7497486514,2460059.730852673,2460059.712263413,2460060.111117198,2460060.130013599,2460060.148601248
2023-04-26,2023-04-26,2460060.750090909,2460060.731148414,2460060.712521596,2460061.110544877,2460061.1294857445,2460061.148111636
2023-04-27,2023-04-27,2460061.750437032,2460061.731447519,2460061.7127826954,2460062.109977104,2460062.12896578,2460062.147630302
2023-04-28,2023-04-28,2460062.7507869126,2460062.7317499216,2460062.7130466807,2460063.1094171265,2460063.128453984,2460063.14715749
2023-04-29,2023-04-29,2460063.7511404394,2460063.7320555532,2460063.713313518,2460064.1088652625,2460064.127950633,2460064.1466934416
2023-04-30,2023-04-30,2460064.7514974973,2460064.7323643407,2460064.7135831723,2460065.1083218292,2460065.1274560047,2460065.146238399
2023-05-01,2023-05-01,2460065.7518579657,2460065.7326762085,2460065.7138556037,2460066.107787144,2460066.1269703745,2460066.1457926026
2023-05-02,2023-05-02,2460066.7522217203,2460066.732991078,2460066.714130773,2460067.1072615227,2460067.1264940174,2460067.14535629
2023-05-03,2023-05-03,2460067.7525886344,2460067.7333088676,2460067.7144086375,2460068.1067452817,2460068.1260272064,2460068.1449296987
2023-05-04,2023-05-04,2460068.7529585785,2460068.733629496,2460068.714689155,2460069.106238735,2460069.125570215,2460069.1445130645
2023-05-05,2023-05-05,2460069.7533314205,2460069.733952878,2460069.7149734474,2460070.1057421966,2460070.1251233127,2460070.14410556
2023-05-06,2023-05-06,2460070.7537070243,2460070.7342789276,2460070.7152607846,2460071.105255978,2460071.12468677,2460071.1437072684
2023-05-07,2023-05-07,2460071.754085247,2460071.734607551,2460071.7155506937,2460072.10478039,2460072.1242608535,2460072.143319632
2023-05-08,2023-05-08,2460072.7544659344,2460072.734938945,2460072.7158431117,2460073.104315738,2460073.123843428,2460073.1429428803
2023-05-09,2023-05-09,2460073.754848916,2460073.7352749747,2460073.7161379643,2460074.103860652,2460074.1234364123,2460074.1425772356
2023-05-10,2023-05-10,2460074.755236078,2460074.735613301,2460074.716435157,2460075.1034142124,2460075.12304081,2460075.142222912
2023-05-11,2023-05-11,2460075.7556271297,2460075.735953763,2460075.7167345774,2460076.1029796214,2460076.122656866,2460076.141880112
2023-05-12,2023-05-12,2460076.756019937,2460076.7362961764,2460076.7170360875,2460077.102557159,2460077.122284809,2460077.14154902
2023-05-13,2023-05-13,2460077.756414231,2460077.7366403304,2460077.717339527,2460078.1021470865,2460078.12192485,2460078.1412298046
2023-05-14,2023-05-14,2460078.7568097156,2460078.7369859912,2460078.7176447096,2460079.101749647,2460079.12157718,2460079.1409226116
2023-05-15,2023-05-15,2460079.757206072,2460079.7373328996,2460079.717951427,2460080.101365061,2460080.121241967,2460080.1406275653
2023-05-16,2023-05-16,2460080.7576029575,2460080.737680775,2460080.7182594496,2460081.1009935285,2460081.12091936,2460081.14034477
2023-05-17,2023-05-17,2460081.7580000097,2460081.738029317,2460081.7185685257,2460082.10063523,2460082.1206094865,2460082.1400743085
2023-05-18,2023-05-18,2460082.7583968486,2460082.738378206,2460082.7188783865,2460083.1002903306,2460083.1203124584,2460083.139816248
2023-05-19,2023-05-19,2460083.758793079,2460083.738727109,2460083.7191887503,2460084.0999589814,2460084.120028374,2460084.1395706413
2023-05-20,2023-05-20,2460084.759188296,2460084.7390756826,2460084.719499322,2460085.099641323,2460085.1197573217,2460085.139337533
2023-05-21,2023-05-21,2460085.759582087,2460085.739423575,2460085.719809801,2460086.099337491,2460086.119499383,2460086.1391169596
2023-05-22,2023-05-22,2460086.7599740364,2460086.739770431,2460086.720119881,2460087.099047614,2460087.119254634,2460087.1389089515
2023-05-23,2023-05-23,2460087.760363727,2460087.7401158945,2460087.7204292547,2460088.0987718147,2460088.1190231447,2460088.1387135354
2023-05-24,2023-05-24,2460088.7607507436,2460088.7404596074,2460088.7207376133,2460089.0985102123,2460089.118804981,2460089.1385307317
2023-05-25,2023-05-25,2460089.7611346715,2460089.7408012147,2460089.721044649,2460090.0982629177,2460090.1186002023,2460090.1383605567
2023-05-26,2023-05-26,2460090.7615151005,2460090.7411403623,2460090.721350054,2460091.0980300363,2460091.118408861,2460091.1382030193
2023-05-27,2023-05-27,2460091.7618935267,2460091.7414766983,2460091.7216548664,2460092.097811665,2460092.1182310036,2460092.1380581236
2023-05-28,2023-05-28,2460092.7622706005,2460092.7418118427,2460092.7219583993,2460093.097607892,2460093.1180666685,2460093.137925865
2023-05-29,2023-05-29,2460093.762642943,2460093.7421447937,2460093.72225939,2460094.0974187977,2460094.1179158855,2460094.137806234
2023-05-30,2023-05-30,2460094.7630101517,2460094.7424738854,2460094.722557535,2460095.097243506,2460095.11777868,2460095.137699214
2023-05-31,2023-05-31,2460095.763371834,2460095.7427987754,2460095.7228525346,2460096.0970818284,2460096.1176550677,2460096.137604783
2023-06-01,2023-06-01,2460096.7637276067,2460096.743119132,2460096.7231440977,2460097.096935198,2460097.1175450613,2460097.137522432
2023-06-02,2023-06-02,2460097.7640771004,2460097.7434346313,2460097.7234319397,2460098.096803671,2460098.1174486554,2460098.1374525405
2023-06-03,2023-06-03,2460098.764419958,2460098.7437449615,2460098.7237157854,2460099.096687297,2460099.1173650133,2460099.1373952404
2023-06-04,2023-06-04,2460099.764755833,2460099.7440498206,2460099.723995368,2460100.096586118,2460100.117295112,2460100.137350496
2023-06-05,2023-06-05,2460100.7650843873,2460100.7443489097,2460100.7242704234,2460101.096500172,2460101.1172389467,2460101.1373182666
2023-06-06,2023-06-06,2460101.7654052842,2460101.744641933,2460101.724540687,2460102.096429487,2460102.117196504,2460102.1372985067
2023-06-07,2023-06-07,2460102.765718184,2460102.744928587,2460102.7248058887,2460103.0963740824,2460103.117167761,2460103.1372911585
2023-06-08,2023-06-08,2460103.7660227395,2460103.745208563,2460103.7250657477,2460104.0963339577,2460104.117152678,2460104.137296151
2023-06-09,2023-06-09,2460104.7663185946,2460104.7454815367,2460104.725319972,2460105.0963090933,2460105.1171511947,2460105.1373133925
2023-06-10,2023-06-10,2460105.7666053837,2460105.7457471765,2460105.7255682545,2460106.096299439,2460106.117163224,2460106.137342766
2023-06-11,2023-06-11,2460106.766882734,2460106.7460051384,2460106.725810277,2460107.096304916,2460107.1171886516,2460107.1373841274
2023-06-12,2023-06-12,2460107.7671502666,2460107.7462550695,2460107.7260457086,2460108.0963254115,2460108.117227331,2460108.137437306
2023-06-13,2023-06-13,2460108.767407599,2460108.7464966103,2460108.726274211,2460109.0963607836,2460109.1172790895,2460109.137502104
2023-06-14,2023-06-14,2460109.7676543472,2460109.7467293963,2460109.7264954364,2460110.0964108617,2460110.117343728,2460110.137578301
2023-06-15,2023-06-15,2460110.767890129,2460110.746953062,2460110.7267090334,2460111.0964754494,2460111.1174210245,2460111.137664969
2023-06-16,2023-06-16,2460111.7681145635,2460111.74716724,2460111.726914649,2460112.0965543287,2460112.117510073,2460112.1377623924
2023-06-17,2023-06-17,2460112.7683272795,2460112.7473715693,2460112.72711193,2460113.0966472626,2460113.1176108317,2460113.137870348
2023-06-18,2023-06-18,2460113.7685289634,2460113.7475656923,2460113.7273005275,2460114.096754,2460114.1177233453,2460114.137988556
2023-06-19,2023-06-19,2460114.7687199214,2460114.747749262,2460114.7274800995,2460115.096874276,2460115.1178473355,2460115.138116729
2023-06-20,2023-06-20,2460115.768897909,2460115.7479219423,2460115.7276503122,2460116.097007814,2460116.117982518,2460116.1382545717
2023-06-21,2023-06-21,2460116.7690626,2460116.748083411,2460116.7278108443,2460117.0971543277,2460117.1181286005,2460117.138401787
2023-06-22,2023-06-22,2460117.769213687,2460117.7482333607,2460117.727961386,2460118.097313522,2460118.1182852853,2460118.138558072
2023-06-23,2023-06-23,2460118.7693508826,2460118.748372046,2460118.728101643,2460119.0974826217,2460119.118452269,2460119.1387231224
2023-06-24,2023-06-24,2460119.769473919,2460119.74849949,2460119.7282317025,2460120.0976635725,2460120.1186292428,2460120.1388966306
2023-06-25,2023-06-25,2460120.7695825514,2460120.748614452,2460120.72835157,2460121.097856086,2460121.118815894,2460121.139078287
2023-06-26,2023-06-26,2460121.7696765554,2460121.748716692,2460121.728460259,2460122.098059841,2460122.119011905,2460122.1392677813
2023-06-27,2023-06-27,2460122.7697557304,2460122.748805991,2460122.728557535,2460123.098274508,2460123.119216958,2460123.1394648026
2023-06-28,2023-06-28,2460123.769819899,2460123.7488821503,2460123.728643185,2460124.0984997554,2460124.1194307324,2460124.139669042
2023-06-29,2023-06-29,2460124.7698689103,2460124.7489449945,2460124.7287170147,2460125.098735248,2460125.1196529088,2460125.1398801943
2023-06-30,2023-06-30,2460125.7699026405,2460125.7489943733,2460125.728778853,2460126.098980652,2460126.119883171,2460126.140097959
2023-07-01,2023-07-01,2460126.7699209945,2460126.749030162,2460126.728828552,2460127.099235635,2460127.1201212076,2460127.140322045
2023-07-02,2023-07-02,2460127.7699239035,2460127.7490522615,2460127.7288659886,2460128.0994998673,2460128.120366716,2460128.1405521687
2023-07-03,2023-07-03,2460128.769911324,2460128.7490605935,2460128.728891059,2460129.099773029,2460129.1206194004,2460129.1407880588
2023-07-04,2023-07-04,2460129.76988323,2460129.7490550987,2460129.728903675,2460130.1000548033,2460130.120878974,2460130.141029452
2023-07-05,2023-07-05,2460130.7698396067,2460130.749035727,2460130.72890376,2460131.100344878,2460131.1211451543,2460131.141276091
2023-07-06,2023-07-06,2460131.769780446,2460131.7490024357,2460131.728891242,2460132.100642937,2460132.1214176565,2460132.1415277175
2023-07-07,2023-07-07,2460132.7697057435,2460132.748955182,2460132.728866049,2460133.1009486527,2460133.1216961876,2460133.141784067
2023-07-08,2023-07-08,2460133.7696154974,2460133.7488939264,2460133.728828111,2460134.101261682,2460134.1219804403,2460134.1420448613
2023-07-09,2023-07-09,2460134.76950971,2460134.748818631,2460134.7287773574,2460135.101581661,2460135.122270089,2460135.142309808
2023-07-10,2023-07-10,2460135.769388391,2460135.748729262,2460135.7287137196,2460136.101908213,2460136.122564799,2460136.142578607
2023-07-11,2023-07-11,2460136.7692515706,2460136.7486258056,2460136.728637147,2460137.102240975,2460137.1228642534,2460137.1428509783
2023-07-12,2023-07-12,2460137.7690993943,2460137.7485083565,2460137.7285476937,2460138.102579949,2460138.123168528,2460138.143127066
2023-07-13,2023-07-13,2460138.7689283593,2460138.748372885,2460138.7284406424,2460139.102921698,2460139.1234741975,2460139.143403433
2023-07-14,2023-07-14,2460139.7687472366,2460139.748230494,2460139.7283281023,2460140.103270784,2460140.1237858236,2460140.143684659
2023-07-15,2023-07-15,2460140.7685485194,2460140.7480719094,2460140.7281990605,2460141.103623751,2460141.1241001026,2460141.143967562
2023-07-16,2023-07-16,2460141.7683358677,2460141.7478991007,2460141.728057623,2460142.10398058,2460142.124414527,2460142.1442521587
2023-07-17,2023-07-17,2460142.7681091926,2460142.7477121446,2460142.727903005,2460143.104336841,2460143.124730669,2460143.144536317
2023-07-18,2023-07-18,2460143.767867373,2460143.7475110693,2460143.72773511,2460144.104695544,2460144.1250487627,2460144.144821231
2023-07-19,2023-07-19,2460144.767610488,2460144.7472959044,2460144.727553926,2460145.105056863,2460145.1253684405,2460145.145106905
2023-07-20,2023-07-20,2460145.7673386293,2460145.7470666906,2460145.72735945,2460146.10542038,2460146.1256893417,2460146.145393025
2023-07-21,2023-07-21,2460146.7670519,2460146.746823481,2460146.727151694,2460147.1057856837,2460147.126011113,2460147.145679285
2023-07-22,2023-07-22,2460147.766750419,2460147.746566343,2460147.726930682,2460148.106152374,2460148.1263334113,2460148.1459653894
2023-07-23,2023-07-23,2460148.76643432,2460148.7462953604,2460148.7266964545,2460149.106520059,2460149.1266559055,2460149.146251055
2023-07-24,2023-07-24,2460149.766103752,2460149.7460106304,2460149.726449066,2460150.1068883594,2460150.1269782754,2460150.146536011
2023-07-25,2023-07-25,2460150.765758881,2460150.7457122672,2460150.7261885866,2460151.107256909,2460151.127300214,2460151.146819999
2023-07-26,2023-07-26,2460151.7653998886,2460151.7454004018,2460151.7259151037,2460152.107625355,2460152.12762143,2460152.1471027764
2023-07-27,2023-07-27,2460152.765026974,2460152.7450751825,2460152.7256287225,2460153.1079933615,2460153.127941648,2460153.1473841183
2023-07-28,2023-07-28,2460153.764640356,2460153.7447367758,2460153.725329566,2460154.108360611,2460154.128260611,2460154.147663816
2023-07-29,2023-07-29,2460154.7642402714,2460154.744385369,2460154.7250177776,2460155.108726807,2460155.1285780827,2460155.147941683
2023-07-30,2023-07-30,2460155.763826978,2460155.7440211684,2460155.724693521,2460156.1090916777,2460156.128893852,2460156.148217556
2023-07-31,2023-07-31,2460156.7634007507,2460156.7436444005,2460156.7243569787,2460157.1094549783,2460157.129207731,2460157.148491297
